Application ID,Submission ID,Applicant Role,"Association, Cooperative, or Owner",Address Number,Street Direction,Street Name,Street Type,Number of Units,PIN,Vote Date,Recorded Date,Signed Date,Latitude,Longitude,Location
364,PB2016A00364,Board President,200 North Dearborn Condominium Assoc,200,N,Dearborn,ST,304,17-09-424-008-1001-1418,,,08/12/2016,41.885796312,-87.629646154,"(41.88579631234916, -87.6296461541294)"
2871,PB2019A02871,Manager,,7404,S,Vernon,AVE,18,20-27-224-013-0000,,10/03/2019,10/03/2019,41.760048956,-87.614068979,"(41.76004895556204, -87.61406897915936)"
967,PB2017A00967,Registered Agent,Hampton House Condominium,5300,S,Shore,DR,84,20-12-112-069-1001-1084,09/19/2016,,09/20/2016,41.799569255,-87.582465037,"(41.79956925486811, -87.58246503715458)"
1205,PB2017A01205,Property Manager,,439,W,ST JAMES,PL,5,14-28-320-004-0000,,03/03/2017,03/03/2017,41.928078531,-87.640631842,"(41.92807853136487, -87.64063184198865)"
1584,PB2017A01584,Agent,Hudson Place Condo,421-425,W,Wisconsin,ST,21,14-33-311-053-1001,,08/10/2017,08/10/2017,41.916387038,-87.639658716,"(41.91638703821149, -87.63965871573951)"
719,PB2016A00719,Registered Agent,Sheffield I LLC,3834,N,Sheffield,AVE,90,14-20-211-029-0000,10/05/2016,,10/06/2016,41.952187416,-87.65462246,"(41.95218741626236, -87.65462246015313)"
1638,PB2017A01638,President,Bryn Mawr Belle Shore Apts,5550,N,Kenmore,AVE,371,14-08-201-008-0000,,08/11/2017,08/11/2017,41.983364684,-87.656749646,"(41.98336468408144, -87.65674964609613)"
333,PB2016A00333,Property Manager,Bairstow Condominium Assoc,1820-1826,W,Norwood,ST,16,14-06-220-073-1001-1044,,,08/03/2016,41.9920587,-87.676067404,"(41.99205870049074, -87.6760674041817)"
2067,PB2017A02067,"Lakeview Associates, Inc. (property manager)",,2738,N,Pine Grove,AVE,181,14-28-309-021-0000,,11/21/2017,11/21/2017,41.932006063,-87.641095854,"(41.93200606335289, -87.64109585404462)"
8,PB2016A00008,Board President,2020 Lincoln Park West Condo Assoc.,2020,N,Lincoln Park WEST,,433,14-33-208-028-1001-1436,,01/13/1981,07/19/2016,41.919357101,-87.636534081,"(41.91935710061654, -87.63653408081771)"
1575,PB2017A01575,authorized agent,North Town Village Condo Assoc,759,W,Evergreen,AVE,145,17-04-113-100-1111,,08/10/2017,08/10/2017,41.906269263,-87.64811527,"(41.90626926335497, -87.64811527040663)"
2590,PB2019A02590,Manager,,2215,N,Milwaukee,AVE,120,13-36-215-039-0000,,09/25/2019,09/25/2019,41.921144784,-87.694251105,"(41.92114478446029, -87.69425110498184)"
896,PB2017A00896,Authorized Agent,State Place Centre CA,1601,S,State,ST,55,17-22-300-077-1001-1099,,,08/08/2016,41.860121222,-87.627114668,"(41.860121221610186, -87.62711466837658)"
3201,PB2021A03201,Registered Agent,1037 WEST MADISON CONDOMINIUM ASSOCIATION,1037,W,Madison,ST,3,17-17-203-033-1004,,11/09/2021,11/09/2021,41.881571176,-87.653532906,"(41.88157117613349, -87.65353290610548)"
1587,PB2017A01587,Agent,Carl Sandburg Village Condo Assn,1310-1332,N,Sandburg,TER,60,17-04-209-044-1001,,08/10/2017,08/10/2017,41.906170813,-87.632314875,"(41.90617081331873, -87.63231487543017)"
2208,PB2018A02208,Property Manager,,1404,N,Noble,ST,7,17-05-110-061-1001,,04/03/2018,04/03/2018,41.907200582,-87.662876134,"(41.90720058238122, -87.6628761338915)"
196,PB2016A00196,Authorized Agent,Francisco Rosemont Condominium Assoc,6244-6250,N,Francisco,AVE,28,13-01-113-040-1003,,,08/01/2016,41.995254593,-87.702134574,"(41.99525459291345, -87.70213457358642)"
1596,PB2017A01596,AUTHORIZED AGENT,LAKESHORE POINTE CA,2356,E,71ST,ST,63,20244300111114,,08/10/2017,08/10/2017,41.766434842,-87.566728527,"(41.76643484190554, -87.5667285266227)"
478,PB2016A00478,Authorized Agent,Bristol Condominium Assoc,57,E,Delaware,PL,177,17-03-217-015-1401-1403,,,08/15/2016,41.899072092,-87.626051328,"(41.899072091919976, -87.62605132835141)"
2200,PB2018A02200,Property Manager,,857-859,N,Hoyne,AVE,12,17-06-327-001-0000,,04/02/2018,04/02/2018,41.89758478,-87.679402062,"(41.89758477973282, -87.67940206203237)"
1303,PB2017A01303,Registered Agent,,7345,S,South Shore,DR,90,21-30-114-024-0000,,03/29/2017,03/29/2017,41.763057416,-87.559439005,"(41.76305741564409, -87.55943900501134)"
1453,PB2017A01453,PROPERTY MANAGER,,849-851,W,GRACE,ST,8,14-20-222-002-0000,,07/20/2017,07/20/2017,41.95106202,-87.651524188,"(41.951062020236655, -87.65152418805364)"
3170,PB2021A03170,Owner,,2226-2228,N,Kenmore,AVE,7,14-32-207-028-0000,,11/02/2021,11/02/2021,41.922540083,-87.654876288,"(41.92254008324577, -87.65487628776718)"
2400,PB2018A02400,Chief Financial Officer,,708-710,W,Oakdale,AVE,25,14-28-110-015-0000,,10/12/2018,10/12/2018,41.935713996,-87.64761218,"(41.93571399586921, -87.64761218041882)"
351,PB2016A00351,Managing Agent,Lofts at Museum Park HOA,1305,S,Michigan,AVE,202,17-22-105-045-1001-1430,,,08/04/2016,41.865594951,-87.623964447,"(41.86559495120841, -87.62396444716028)"
348,PB2016A00348,Management Agent,235 W. Van Buren Condominium Assoc,235,W,Van Buren,ST,714,17-16-238-028-0000-2286,,08/03/2016,08/19/2016,41.876722161,-87.63471047,"(41.876722160510816, -87.63471047025764)"
1685,PB2017A01685,Agent,South Commons Phase I Condo Assn,3021,S,Michigan,AVE,679,17-27-310-093-1679,,08/11/2017,08/11/2017,41.838897369,-87.623107041,"(41.83889736923833, -87.62310704115612)"
256,PB2016A00256,Authorized Agent,1122 N Dearborn Condominium Assoc,1122,N,Dearborn,ST,104,17-04-413-021-1001-1248,,09/28/2015,08/17/2016,41.90259833,-87.630092962,"(41.90259832960033, -87.63009296219045)"
1668,PB2017A01668,Authorized Agent,Lunt at the Park Condiminium Association,7007-7011,N,Washtenaw,AVE,15,103621103410011015,,08/11/2017,08/11/2017,42.008742195,-87.69722198,"(42.00874219522912, -87.69722197989567)"
744,PB2016A00744,Owner,Magic Carpet LLC 1500 N Damen,1500,N,Damen,AVE,18,17-06-107-032-0000,,,10/11/2016,41.908287163,-87.677551122,"(41.90828716282866, -87.67755112159898)"
952,PB2017A00952,Property Manager,Bookbinders Row,1335-1347,N,Mohawk,ST,21,17-04-122-122-1001-1021,12/20/2016,,01/04/2017,41.906561465,-87.64193872,"(41.90656146549716, -87.64193871993102)"
123,PB2016A00123,President,201 E Chestnut St Condominium Assoc,201,E,Chestnut,ST,126,17-03-227-018-1002,,,07/28/2016,41.898310887,-87.621769791,"(41.89831088690182, -87.62176979076267)"
216,PB2016A00216,Authorized Agent,Belden Condominium Assoc,549-551,W,Belden,AVE,20,14-33-111-063-1002,,,08/01/2016,41.923600559,-87.643396266,"(41.923600558754195, -87.64339626628832)"
3145,PB2021A03145,Assistant Property Manager,155 Harbor Drive Condominium Association,155,N,Harbor,DR,740,17-10-401-005-1001 through 17-10-401-0005-1777 and 17-10-401-005-8002,,04/08/2021,04/08/2021,41.884750538,-87.615603956,"(41.884750538499375, -87.61560395647253)"
394,PB2016A00394,President,CityView Tower,720,W,Randolph,ST,63,17-09-319-027-1001-1146,,,08/24/2016,41.884522852,-87.646520584,"(41.88452285187888, -87.64652058438048)"
316,PB2016A00316,Property Manager,Gregory Court Condominium Assoc,8415-8425,W,Gregory,ST,36,12-11-122-008-1001-1036,,,08/03/2016,41.980089423,-87.837636139,"(41.9800894227896, -87.83763613907813)"
444,PB2016A00444,Authorized Agent,Block X Condominium Assoc,16-26,N,May,ST,99,17-08-443-0042-1001-1099,,,08/25/2016,41.882130263,-87.655685512,"(41.882130262906095, -87.65568551227385)"
1212,PB2017A01212,authorized agent,757 Orleans Condo Assoc,757,N,Orleans,ST,198,17-09-201-018-1001-1198,,03/03/2017,03/03/2017,41.896503111,-87.637023571,"(41.89650311075949, -87.63702357094722)"
1807,PB2017A01807,AUTHORIZED AGENT,PRAIRIE TOWNHOMES of DEARBORN PARK,1354,S,FEDERAL,ST,1,17212111750000,,08/24/2017,08/24/2017,41.864198874,-87.629544827,"(41.86419887393778, -87.62954482687876)"
1736,PB2017A01736,authorized agent,Buena Claredon Condominium,4201,N,Clarendon,AVE,12,14-16-302-032-1001-1012,,08/14/2017,08/14/2017,41.95853158,-87.649670629,"(41.95853158012657, -87.64967062893432)"
1552,PB2017A01552,authorized agent,North Town Village Condo Assoc,728-730,W,Eastman,ST,145,17-04-113-100-1062-1063,,08/10/2017,08/10/2017,41.906861128,-87.647235991,"(41.9068611276749, -87.64723599138345)"
1176,PB2017A01176,Vice President,,2756,N,Pine Grove,AVE,134,14-28-309-003-0000,,03/03/2017,03/03/2017,41.932499384,-87.641384083,"(41.93249938376304, -87.64138408340108)"
158,PB2016A00158,President,Dickens Place Condominium Assoc,2100,N,Racine,AVE,25,14-32-127-040-1001-1025,,08/01/2016,08/04/2016,41.919935498,-87.658428479,"(41.91993549831988, -87.6584284790678)"
1090,PB2017A01090,authorized agent,The Churchill,1255,N,State,PKWY,66,17-03-109-033-1002-1068,,02/06/2017,02/06/2017,41.905573591,-87.628586515,"(41.90557359113116, -87.62858651479064)"
751,PB2016A00751,President,2020 N Cleveland Ave Condo Assoc,2020,N,Cleveland,AVE,5,14-33-130-061-1001-1005,,,10/18/2016,41.918940086,-87.641414856,"(41.918940086281175, -87.64141485574343)"
1477,PB2017A01477,Property Manager,,3434,N,Halsted,ST,13,14-20-410--051-0000,,07/24/2017,07/24/2017,41.944637025,-87.649554651,"(41.94463702535818, -87.6495546513258)"
515,PB2016A00515,President,Legacy at Millennium Condominium Assoc,60,E,Monroe,ST,355,17-15-101-004-0000,,09/25/2009,07/29/2016,41.880910681,-87.625509106,"(41.88091068103145, -87.62550910573044)"
2536,PB2019A02536,Property Manager,,1438-1468,S,State,ST,48,17-21-211-119,,06/26/2019,06/26/2019,41.862929275,-87.627463021,"(41.86292927497366, -87.62746302083403)"
696,PB2016A00696,Registered Agent,Diversey II LLC,2759,N,Magnolia,AVE,48,14-29-306-001-0000,10/05/2016,,10/06/2016,41.932448232,-87.659767586,"(41.9324482315187, -87.65976758620569)"
1843,PB2017A01843,authorized agent,,2310,S,Canal,ST,73,17-28-107-011-0000,,09/01/2017,09/01/2017,41.850522706,-87.638620422,"(41.850522706291095, -87.63862042200728)"
2807,PB2019A02807,Manager,,7010,W,Medill,AVE,8,13-31-102-025-1005,,10/02/2019,10/02/2019,41.92244418,-87.801206521,"(41.92244417958949, -87.80120652093305)"
625,PB2016A00625,Authorized Agent,Chelsea Townhomes,1137 #1,W,Monroe,ST,1,17-17-210-067-0000,,,09/22/2016,41.880235292,-87.656141443,"(41.88023529222652, -87.6561414427707)"
1336,PB2017A01336,President,2041-43 W Farwell Condo Assoc,2041-2043,W,Farwell,AVE,6,11-31-124-019-1001-1006,,05/05/2017,05/05/2017,42.006295179,-87.682327115,"(42.00629517869045, -87.68232711536862)"
1284,PB2017A01284,Property Manager,Grove at Greenleaf Condo Association,1358-1366,W,Greenleaf,AVE,44,11321060331001-44,,03/27/2017,03/27/2017,42.010472952,-87.664726414,"(42.01047295247387, -87.6647264138178)"
402,PB2016A00402,Authorized Agent,1130 Armitage Condominium Assoc,1130-1132,W,Armitage,AVE,8,14-32-222-048-1001-1008,,08/21/2016,08/23/2016,41.918167814,-87.656680471,"(41.918167814059544, -87.65668047065112)"
892,PB2017A00892,Authorized Agent,West Haven Park Homes CA,2257,W,Lake,ST,,17-07-321-048-1052-1060,,,08/08/2016,41.88460844,-87.68390009,"(41.884608439864856, -87.68390008982898)"
2722,PB2019A02722,Manager,,2939-2951,N,Broadway,,12,14-28-112-001-0000,,10/02/2019,10/02/2019,41.93608029,-87.644116663,"(41.93608028971925, -87.64411666273483)"
2493,PB2019A02493,Lavinia Shimkus,,6330,N,Rockwell,ST,4,13-01-203-027-0000,,03/28/2019,03/28/2019,41.996714464,-87.694877157,"(41.99671446379393, -87.6948771572189)"
1049,PB2017A01049,President,Manhattan Building Condo Assoc,431,S,Dearborn,ST,105,17-16-246-018-1001-1105,,02/02/2017,02/02/2017,41.876143644,-87.629101465,"(41.87614364393888, -87.62910146456153)"
2384,PB2018A02384,Property Manager,Vue20 Condo Association,1845,S,Michigan,AVE,138,17-22-307-106-1001 through 1269,,10/09/2018,10/09/2018,41.856679561,-87.623759577,"(41.85667956058355, -87.62375957722071)"
1076,PB2017A01076,Registered Agent,,5100,S,Cornell,AVE,95,20-12-107-001-0000,,02/03/2017,02/03/2017,41.802387002,-87.586758277,"(41.80238700187828, -87.5867582771233)"
2550,PB2019A02550,Condo Board President,Chess Lofts Condominium Association,320,E,21st,ST,119,17223150661008,,07/23/2019,07/23/2019,41.854449342,-87.619807056,"(41.85444934248488, -87.61980705611687)"
220,PB2016A00220,Property Manager,Commonwealth Plaza Condominium Assoc,330,W,Diversey,PKWY,376,14-28-206-005-1001-1376,,,08/04/2016,41.933041987,-87.638022711,"(41.93304198721907, -87.63802271094978)"
2686,PB2019A02686,Manager,,2724,N,kimball,AVE,12,13-26-403-030-0000,,10/02/2019,10/02/2019,41.930901963,-87.7124163,"(41.9309019628835, -87.71241629973869)"
2629,PB2019A02629,Manager,,917,W,Armitage,AVE,6,14-32-408-004-0000,,09/30/2019,09/30/2019,41.918021622,-87.651667735,"(41.91802162230294, -87.65166773548496)"
2331,PB2018A02331,"Deborah G. Cole, President of 1400 N. Lasalle Condominium Assoc.",1400 N.  La Salle Condominium Association,1400-1402,N,La Salle,DR,8,17-04-205-05401001 - 1008,04/25/2017,06/11/2018,06/11/2018,41.907773343,-87.633194948,"(41.9077733432312, -87.63319494789086)"
1554,PB2017A01554,Property Manager,Landmark Village Condo Association,2803-2807,N,wolcott,AVE,999,14-30-222-173-1096,,08/10/2017,08/10/2017,41.932431787,-87.675527831,"(41.93243178717731, -87.67552783069426)"
579,PB2016A00579,Authorized Agent,5248-56 N Paulina Condominium Assoc,5248-5256,N,Paulina,ST,13,14-07-223-031-0000,,,08/13/2016,41.977598322,-87.672260872,"(41.97759832223407, -87.67226087200768)"
560,PB2016A00560,Owner,,2100,W,Huron,ST,12,17-07-106-044-0000,,,09/15/2016,41.894161299,-87.679575987,"(41.8941612993632, -87.67957598736675)"
1302,PB2017A01302,Registered Agent,,7447,S,South Shore,DR,330,21-30-123-022-0000,,03/29/2017,03/29/2017,41.761305471,-87.557705515,"(41.761305471393655, -87.55770551531141)"
2499,PB2019A02499,Lavinia Shimkus,,2453,W,Arthur,AVE,4,10-36-430-001-0000,,03/28/2019,03/28/2019,41.999398023,-87.692054533,"(41.99939802306425, -87.69205453315146)"
79,PB2016A00079,Residences Director,Residences at 401 N Wabash Ave,401,N,Wabash,AVE,486,17-10-135-038-1001-2072,,,07/27/2016,41.889284014,-87.626548548,"(41.889284013529334, -87.62654854794113)"
3333,PB2023A03333,Owner,,2128,W,Schiller,ST,4,17-06-112-050-0000,,10/07/2023,10/07/2023,41.907185357,-87.681000826,"(41.907185356896996, -87.68100082647518)"
2873,PB2019A02873,Manager,,7505-7507,S,Luella,AVE,13,20-25-405-001-0000,,10/03/2019,10/03/2019,41.758745629,-87.569880591,"(41.75874562890573, -87.5698805913275)"
2862,PB2019A02862,MANAGER,,2251,S,MICHIGAN,AVE,19,17-27-102-011-0000,,10/02/2019,10/02/2019,41.851420906,-87.62361901,"(41.85142090582133, -87.62361901049307)"
540,PB2016A00540,President,21 West Chestnut Condominium Assoc,21,W,Chestnut,ST,125,17-04-450-043-1001-1265,,08/25/2016,09/19/2016,41.897890294,-87.629149351,"(41.897890294438014, -87.62914935051867)"
2062,PB2017A02062,"Lakeview Associates, Inc (property manager)",,2053-2055,N,Sheffield,AVE,8,14-32-225-003-0000,,11/21/2017,11/21/2017,41.919664985,-87.653272216,"(41.91966498496957, -87.65327221554867)"
861,PB2017A00861,Owner,Lawndale Apartments,1134,S,Central Park,AVE,170,16-14-328-039-0000,,,08/29/2016,41.867165395,-87.71559118,"(41.867165394941416, -87.71559117986507)"
1472,PB2017A01472,PROPERTY MANAGER,,3900-3914,N,GREENVIEW,AVE,19,14-20-100-040-0000,,07/20/2017,07/20/2017,41.952576622,-87.667602339,"(41.9525766218681, -87.66760233882334)"
2037,PB2017A02037,Registered Agent,Bernard Court Condominium Association,4710-4716,N,Bernard,ST,24,13-14-202-028-0000,,10/27/2017,10/27/2017,41.966939027,-87.714687483,"(41.96693902655787, -87.71468748294947)"
3218,PB2022A03218,Property Manager,,1424,E,53rd,ST,24,20114100240000,,02/15/2022,02/15/2022,41.799633798,-87.590680963,"(41.79963379781992, -87.59068096341123)"
378,PB2016A00378,President,Lill on the Park Condominium Assoc,2515-2525,N,Seminary,AVE,10,14-29-418-040-0000 thru          14-29-418-057-0000,,,08/04/2016,41.927639234,-87.655963157,"(41.92763923366318, -87.65596315711997)"
1644,PB2017A01644,Agent,Lakewood Ct. H.O.A.,3150,N,Lakewood,AVE,16,14-29-102-069-0000,,08/11/2017,08/11/2017,41.939519291,-87.661286565,"(41.93951929119659, -87.6612865650756)"
1935,PB2017A01935,authorized agent,,3558,S,Dearborn,ST,1,17334260144016,,09/12/2017,09/12/2017,41.8292359,-87.62820711,"(41.829235900421, -87.62820710968465)"
2610,PB2019A02610,Owner,,5949,N,KENMORE,AVE,28,14-05-214-012-0000,,09/30/2019,09/30/2019,41.990485319,-87.656679367,"(41.99048531948867, -87.65667936711648)"
1254,PB2017A01254,Property Manager,,727-729,W,Cornelia,AVE,6,14-21-303-020-0000,,03/27/2017,03/27/2017,41.945339652,-87.648039647,"(41.94533965215311, -87.64803964666048)"
2990,PB2019A02990,manager,,4752,S,wabash,AVE,24,20-10-100-034-0000,,10/30/2019,10/30/2019,41.807699035,-87.624559589,"(41.8076990345395, -87.62455958887034)"
115,PB2016A00115,Authorized Agent,PAC Lofts Condominium Assoc,1735,N,Paulina,ST,95,14-31-422-042-1001-1188,,,07/28/2016,41.91342543,-87.67006247,"(41.91342542984803, -87.67006247023842)"
1800,PB2017A01800,Owner,,4016-4022,W,palmer,ST,8,13-34-216-020-0000,,08/24/2017,08/24/2017,41.920926211,-87.727402631,"(41.920926211076456, -87.72740263088365)"
407,PB2016A00407,Authorized Agent,1411 N State Parkway,1411,N,State,PKWY,15,17-03-102-037-1001-1029,,,08/25/2016,41.908156217,-87.628643464,"(41.9081562173527, -87.62864346410895)"
463,PB2016A00463,Authorized Agent,2309-19 N Commonwealth Condominium Assoc,2309-2319,N,Commonwealth,AVE,31,14-33-201-016-1001-1031,,,08/17/2016,41.924114837,-87.637916598,"(41.92411483708244, -87.63791659818138)"
2574,PB2019A02574,Owner,,6128,N,Kenmore,AVE,28,14-05-209-024-0000,,09/13/2019,09/13/2019,41.993195367,-87.657055813,"(41.99319536662624, -87.65705581314)"
3323,PB2023A03323,Property Manager,,220,W,Illinois,ST,188,17-09-244-023-0000,,08/01/2023,08/01/2023,41.890883818,-87.634974086,"(41.89088381779671, -87.63497408622219)"
94,PB2016A00094,Authorized Agent,705-707 W Wrightwood Condos,705-707,W,Wrightwood,AVE,8,14-28-312-088-1001-1008,,,07/29/2016,41.928995438,-87.646681792,"(41.9289954378474, -87.64668179185682)"
211,PB2016A00211,Authorized Agent,Loftworks on Wells Condominium Assoc,501-507,N,Wells,ST,16,17-09-245-016-1002,,,08/01/2016,41.890827809,-87.633903494,"(41.89082780892004, -87.633903493909)"
2366,PB2018A02366,Treasurer,1918 S Michigan Lofts Condo Association,1918,S,Michigan,AVE,32,17223060501001,08/31/2018,09/17/2018,09/17/2018,41.8560506,-87.624036628,"(41.85605060008972, -87.62403662758157)"
3225,PB2022A03225,GNP Management Group,,321,S,Sangamon,ST,70,17-17-226-017-1001,,04/05/2022,04/05/2022,41.877226637,-87.650575984,"(41.877226636920184, -87.65057598358581)"
245,PB2016A00245,Authorized Agent,Altgeld Commons Lofts Condominium Assoc,2512,N,Bosworth,AVE,35,14-29-311-043-1001-1035,,,07/22/2016,41.927345327,-87.667163883,"(41.92734532721824, -87.66716388269737)"
101,PB2016A00101,Authorized Agent,2901 N Rockwell Condominium Assoc,2544-2548,W,George,ST,19,13-25-220-034-1001-1019,,,07/29/2016,41.934064344,-87.692213705,"(41.93406434406035, -87.69221370450663)"
315,PB2016A00315,Property Manager,Hermitage Manor Condominium Assoc,4900-4902,N,Hermitage,AVE,15,14-07-413-033-1001-1008        14-07-413-033-1010-1015,,,08/03/2016,41.971842585,-87.672828988,"(41.97184258527428, -87.67282898779575)"
2570,PB2019A02570,President,"2000-2002 North Howe Homeowners Association, a Condominium",2000-2002,N,Howe,ST,6,14-33-127-015-1001; 14-33-127-015-1002; 14-33-127-015-1003; 14-33-127-015-1004; 14-33-127-015-1005; 14-33-127-015-1006,,09/03/2019,09/03/2019,41.918321452,-87.645039462,"(41.91832145162247, -87.6450394623049)"
1858,PB2017A01858,Property Manager,,445,E,Ohio,ST,567,"17-10-211-029-8013, 17-10-211-029-8021",,09/07/2017,09/07/2017,41.892559159,-87.616058881,"(41.89255915853085, -87.61605888078522)"
785,PB2016A00785,Registered Agent,927 W Agatite Condo Assoc,927,W,Agatite,AVE,9,14-17-228-006-0000,10/06/2016,,10/25/2016,41.962592013,-87.653439177,"(41.962592012999316, -87.65343917691149)"
2171,PB2018A02171,Registered Agent,Magnolia Grace Condominium Association,1219-1221,W,Grace,ST,12,14-20-118-046-1007,03/05/2018,03/09/2018,03/09/2018,41.950925951,-87.660113012,"(41.950925951328, -87.66011301193467)"
1449,PB2017A01449,PROPERTY MANAGER,,611,W,BRIAR,PL,11,14-28-104-076-0000,,07/20/2017,07/20/2017,41.939033833,-87.644866089,"(41.93903383311649, -87.6448660890312)"
1425,PB2017A01425,property manager,Ogden Park Place Owner's Assoc,410-412,W,Menomonee,ST,16,14-33-312-010-1007,,07/18/2017,07/18/2017,41.914778942,-87.63908117,"(41.914778942229795, -87.63908117039098)"
22,PB2016A00022,Authorized Agent,740 Fulton Condominium Assoc,740,W,Fulton Market,,132,17-09-307-012-1001-1163,,03/13/2007,07/25/2016,41.886907175,-87.647458307,"(41.88690717466177, -87.64745830719184)"
964,PB2017A00964,Registered Agent,442 Wellington Building Cooperative,442,W,Wellington,AVE,24,14-28-109-036-0000,11/16/2016,,11/17/2016,41.93667592,-87.641138162,"(41.936675920053766, -87.64113816236616)"
2709,PB2019A02709,Manager,,4827,N,wolcott,AVE,25,14-07-418-006-0000,,10/02/2019,10/02/2019,41.969623365,-87.676083076,"(41.969623364651206, -87.67608307605856)"
802,PB2016A00802,Authorized Agent,West Sherwin Place Condo Assoc,1549,W,Sherwin,AVE,23,11-29-316-030-1001-1023,,,11/07/2016,42.014822594,-87.670084621,"(42.01482259365231, -87.67008462069661)"
1670,PB2017A01670,Authorized Agent,Sterling Condominium Association,950-954,W,Belle Plaine,AVE,72,14174130231001,08/09/2016,08/11/2017,08/11/2017,41.956655079,-87.654017443,"(41.95665507905684, -87.65401744268196)"
1285,PB2017A01285,Registered Agent,,1533-1541,W,Cornelia,AVE,19,14-20-308-014-0000,,03/27/2017,03/27/2017,41.945074095,-87.667658601,"(41.94507409521955, -87.66765860079082)"
2013,PB2017A02013,President,1437 North Park Condo Association,1437,N,North Park,AVE,3,"17-04-202-097-1001, 17-04-202-097-1002, 317-04-202-097-1003",,10/13/2017,10/13/2017,41.908658327,-87.636440525,"(41.90865832691018, -87.6364405251322)"
2215,PB2018A02215,Property Manager,,1936,N,Central Park,AVE,10,13-35-306-024-0000,,04/03/2018,04/03/2018,41.916522232,-87.716895185,"(41.91652223201418, -87.7168951853636)"
1447,PB2017A01447,PROPERTY MANAGER,,123-125,N,JEFFERSON,ST,6,17-09-332-004-0000,,07/20/2017,07/20/2017,41.883931251,-87.642573544,"(41.88393125128781, -87.64257354413384)"
3128,PB2021A03128,Kalabich Management,,6820-6826,S,Oglesby,AVE,47,20-24-412-026-0000,,03/30/2021,03/30/2021,41.771054897,-87.568423088,"(41.771054897313945, -87.56842308782618)"
912,PB2017A00912,Registered Agent,The Coast at 1422 Condominium,1422,N,La Salle,DR,32,17-04-205-069-1001-1060,,,11/30/2016,41.908376807,-87.633213254,"(41.90837680678496, -87.63321325408566)"
2995,PB2019A02995,manager,,9051-9055,S,ada,ST,6,25-05-129-028-0000,,10/30/2019,10/30/2019,41.728915618,-87.656642171,"(41.72891561809652, -87.65664217093578)"
514,PB2016A00514,Authorized Agent,One Museum Park West Condominium Assoc,1201,S,Prairie,AVE,298,17-22-110-138-1001-1664,,07/02/2016,07/02/2016,41.866439574,-87.62149888,"(41.86643957445111, -87.62149887985176)"
2827,PB2019A02827,manager,,4517,N,MIlwaukee,AVE,18,13-16-218-001-0000,,10/02/2019,10/02/2019,41.962963108,-87.756322923,"(41.962963107905765, -87.75632292261513)"
2163,PB2018A02163,Attorney,Townhomes on Wabash Street at 14th Place,26,E,14th,PL,16,"17-22-106-097-0000 through 17-22-106-113-0000, inclusive",,03/02/2018,03/02/2018,41.862534302,-87.626156096,"(41.862534301978165, -87.6261560964803)"
448,PB2016A00448,Authorized Agent,Sterling Condominium Assoc,4101-4121,N,Sheridan,RD,72,14-17-413-023-1001-1072,,08/09/2016,08/22/2016,41.956581642,-87.654456314,"(41.95658164162005, -87.65445631449299)"
1605,PB2017A01605,AUTHORIZED AGENT,EASTGATE VILLAGE CONDOMINIUM ASSOCIATION,348-350,E,FINSBURY,CT,48,1727129031017,,08/10/2017,08/10/2017,41.846196553,-87.618693906,"(41.84619655265652, -87.61869390554179)"
2230,PB2018A02230,Property Manager,,2626,W,Armitage,AVE,7,13-36-229-036-0000,,04/03/2018,04/03/2018,41.917630087,-87.693583681,"(41.91763008728489, -87.69358368104733)"
1202,PB2017A01202,Board President,Lincoln Lofts Condo Assoc,3151,N,Lincoln,AVE,52,14-29-100-040-1001-1052,,03/03/2017,03/03/2017,41.939093786,-87.66764695,"(41.93909378585224, -87.66764695042058)"
103,PB2016A00103,Authorized Agent,7018 N Ashland Condominium Assoc,7018,N,Ashland,BLVD,8,11-31-213-041-1009-1016,,,07/29/2016,42.00965849,-87.670242858,"(42.009658490014644, -87.67024285753362)"
1626,PB2017A01626,Agent,Hartland Park Townhomes,2649-2721,N,Hermitage,AVE,45,14-30-403-256-000,,08/10/2017,08/10/2017,41.929780092,-87.671891406,"(41.92978009229104, -87.67189140642127)"
1282,PB2017A01282,Registered Agent,,4905-4915,N,Glenwood,AVE,38,14-08-314-004-0000,,03/27/2017,03/27/2017,41.971913125,-87.664561862,"(41.97191312505912, -87.6645618624075)"
572,PB2016A00572,Authorized Agent,University Commons III,1001-1071,W,15th,ST,196,17-20-227-059-1001-1392,,02/28/2006,09/27/2016,41.861599922,-87.651031594,"(41.861599922112624, -87.65103159403266)"
720,PB2016A00720,Registered Agent,Sheridan-Surf LLC,2850,N,Sheridan,RD,220,14-28-124-014-0000 & 14-28-124-015-0000,10/05/2016,,10/06/2016,41.934270519,-87.639488427,"(41.93427051907201, -87.63948842747087)"
189,PB2016A00189,Authorized Agent,6700 Crandon Condominium Assoc,6700,S,Crandon,AVE,42,20-24-404-028-1026,,,08/01/2016,41.773427655,-87.57012671,"(41.77342765473798, -87.57012670994054)"
1838,PB2017A01838,Owner,,2106,N,Winchester,AVE,9,14-31-208-043-0000,,09/01/2017,09/01/2017,41.919806947,-87.676619852,"(41.91980694741978, -87.67661985225517)"
284,PB2016A00284,Property Manager,1707-1709 West Wallen Condominium Assoc,1701-1709,W,Wallen,AVE,32,11-31-412-041-1001-1031,,,08/03/2016,42.002488919,-87.672879053,"(42.002488918681316, -87.67287905335706)"
